asw,s,d,f,g,h,j,k,l
3-5年,本科,武汉,武昌区,积玉桥,11,13K,众盾安培,大数据开发.数据挖掘.数据平台
3-5年,大专,武汉,洪山区,光谷,10,15K·13薪,法本,Python.Storm.SQL.大数据开发经验.数学/统计相关专业.数仓建设经验
经验不限,大专,成都,武侯区,新会展中心,4,5K,通通互联,Python.Java.spark.hadoop.机器学习
1-3年,大专,成都,武侯区,新会展中心,7,12K,四川准达信息技术,大数据.计算机
在校/应届,本科,成都,郫都区,高新西,15,30K,华为,虚拟机技术.虚拟化运维.VMware.华为cloud.Openstack.Linux
1年以内,大专,成都,双流区,奥特莱斯,3,8K,二当家财税服务,Python.C++.Java
,硕士,成都,武侯区,石羊场,200,300元/天,享买,互联网.双休.客服
,本科,成都,郫都区,高新西,200,250元/天,华为,Python.聚类.自编码器
经验不限,大专,成都,武侯区,金融城,3,5K,成都鲲摇,Java.Python.C++.计算机相关专业.数学/统计相关专业.大数据开发经验
经验不限,大专,成都,金牛区,中海国际,7,9K,药友之家,Java.C#.数据开发.PHP.C语言.大数据.云计算.人工智能
经验不限,学历不限,成都,双流区,华阳,9,14K,贵州智诚科技,爬虫工程师.爬虫开发经验.计算机相关专业.反爬策略和实践经验
,本科,成都,武侯区,新会展中心,200,220元/天,晓多科技,Spark.Flink
经验不限,学历不限,成都,青羊区,春熙路,15,30K,德特赛维,数据分析.数据仓库.DBA
,本科,成都,武侯区,省体育馆,150,200元/天,运泓,Hadoop.Spark.Flink.大数据.人工智能.Java.Python.NumPy
经验不限,学历不限,成都,武侯区,复城国际广场,3,5K,瑞月科技,SQL.Python.Java.R语言
1-3年,大专,成都,,,6,10K·13薪,成都多渔数娱网络科技,数据挖掘.数据库开发.Python.分布式技术.云计算.人工智能.大数据
1-3年,大专,成都,武侯区,新会展中心,6,10K,腾云忆想,SQL.计算机相关专业.数学/统计相关专业.数据分析
1年以内,本科,成都,武侯区,孵化园,7,12K,一真管理,大数据运维
1-3年,大专,成都,武侯区,石羊场,6,11K,四川雅达尔科技有...,SQL.Python.数据分析.数据清洗.数据建模.可视化
在校/应届,硕士,成都,郫都区,高新西,20,30K·15薪,海思半导体,大数据开发经验.数仓建设经验
经验不限,本科,成都,金牛区,国宾,4,8K,四川博和利统计大数据,Python.Go.分布式技术.数据结构.嵌入式技术.软件工程师.后端开发.驱动开发
经验不限,学历不限,成都,武侯区,金融城,15,20K,成都万悟智造科技...,SQL
经验不限,硕士,成都,,,20,40K,某知名政府公司,人工智能.大数据
1-3年,大专,成都,,,7,12K,瑞达沣,云计算.大数据.Hadoop
1-3年,大专,成都,锦江区,东大街,8,12K·13薪,亿字节,云计算
经验不限,大专,成都,武侯区,环球中心,6,8K,伏泰云,Shell.SQL.Spark.Kafka.Impala.HDFS.Flink
经验不限,大专,成都,金牛区,沙河源,3,6K,金合慧科技,销售支持/交付管理.计算机相关专业.管理相关专业.中大型软件项目管理经验
1-3年,大专,成都,武侯区,火车南站,10,15K,四川书亦,全职工作.数据标注.图片标注.文本标注.视频标注.描点标注.标框标注
3-5年,本科,成都,郫都区,中海国际,11,12K,易宝软件,Spark.Flink
1-3年,大专,成都,郫都区,犀浦,6,7K·13薪,湖南维创,ETL开发经验.大数据开发经验.数仓建设经验.spark.scala.大数据
1-3年,大专,成都,,,8,12K·13薪,云翼数据,计算机相关专业.IAAS.云平台.OpenStack
,本科,成都,武侯区,银泰城,400,800元/天,蚂蚁金服,数据仓库.数据分析.ETL.数据治理.BI.人工智能.数据架构师.Hadoop
1-3年,大专,成都,武侯区,新会展中心,10,15K,川西数据,Spark.Hadoop
1-3年,大专,成都,武侯区,火车南站,6,9K,成都阿特菲斯,网络运维.IDC机房运维.计算机相关专业
经验不限,大专,成都,武侯区,新会展中心,8,13K,集数,Spark.Hadoop.Hbase.Flink.Kettle
1-3年,大专,成都,双流区,华阳,6,8K·13薪,成都睿乐达机器人...,网络运维.系统运维.Kubernetes.Docker
1年以内,本科,成都,武侯区,新会展中心,5,9K,长阳熙电子商务,界面设计
1-3年,本科,成都,武侯区,孵化园,9,13K,中电金信软件有限公司,售前/售后技术支持.Java.Python.MySQL/Oracle.IT技术支持经验.售后支持/客户响应经验.大数据运维经验.大数据.技术支持.售后
3-5年,学历不限,成都,双流区,华阳,12,20K,匠昕科技,Java.Flink.SQL.计算机相关专业.大数据开发经验
3-5年,大专,成都,武侯区,紫荆,15,22K,慧达经纬科技,Python.数仓设计/开发经验
经验不限,本科,成都,武侯区,石羊场,10,15K·14薪,慧扬健康,DBA工作经验.Fusioninsight.GaussDB
经验不限,硕士,成都,,,20,35K,某500强上市公司,数据仓库.大数据.flink.hadoop
3-5年,本科,成都,温江区,温江大学城,4,5K,易腾创想,云计算大数据.阿里云.华为云
3-5年,大专,成都,武侯区,火车南站,7,9K·13薪,阿特菲斯(重庆)公司.txt,Java.Hive.Spark
在校/应届,硕士,成都,武侯区,新会展中心,8,10K,品联科技有限公司,SQL.orcle.server.mysql
1-3年,学历不限,成都,武侯区,新会展中心,8,12K,赛诚智慧,Java
经验不限,学历不限,成都,,,20,35K·14薪,某大型航天公司,Python.Spark.大数据开发经验
1-3年,高中,成都,武侯区,银泰城,3,4K,如常成都企业管理,研究导向.语音/图像识别.Hadoop/Hive/Spark.MATLAB.机器学习算法/工程化经验.深度学习经验.有国际期刊/会议论文发表
3-5年,大专,成都,武侯区,石羊场,12,16K,峰潮信息,图片.全职工作.视频.文字.音频
3-5年,大专,成都,武侯区,浆洗街,13,17K,法本,Spark.Kafka.Yarn.Zookeeper.HDFS.Kerberos.大数据
3-5年,大专,成都,双流区,兴隆街道,8,13K,水木数智,SQL.Shell.Scala.Spark.Kafka.HDFS.MapReduce.Flume
3-5年,本科,成都,武侯区,桂溪,12,15K,新拓尼克,不限.Shell.Spark.Scala.计算机相关专业.大数据开发经验.ETL开发经验.linux.CDH.hadoop
1-3年,大专,成都,,,15,25K,某大型电子商务公司,Python.计算机相关专业.大数据分析
3-5年,博士,成都,,,25,40K·14薪,海纳数联科技,Java.Hadoop大数据生态体系.Flink+Kafka
3-5年,大专,成都,青羊区,草堂,6,7K·14薪,成都嘉成聘科技,计算机相关专业.大数据开发经验
经验不限,本科,成都,,,20,28K·13薪,某大型知名制药公司,企业内部技术项目管理.大数据项目管理经验
经验不限,本科,成都,双流区,华阳,7,10K·13薪,天行网安,Java.Python.大数据.SQL
1-3年,本科,成都,武侯区,新会展中心,10,15K·13薪,中科厚立,Hadoop.Kafka.HIVE.Shell.Spark
1-3年,大专,成都,青羊区,骡马市,12,24K·14薪,励销云,机器学习建模经验.R.数据分析/挖掘经验.SQL.Python.数学/统计相关专业
1-3年,本科,成都,,,4,6K·13薪,艾普思,网络爬虫技术.Scrapy
1-3年,大专,成都,郫都区,高新西,8,13K,华为云计算,java.爬虫.py.服务端开发
1-3年,本科,成都,青羊区,天府广场,7,9K·13薪,瑞人科技,Nginx.实施交付运维.通信相关专业.Linux.http.计算机相关专业.运维经验
3-5年,大专,成都,武侯区,航空路,9,14K,德臻,Java.Python.Hive.MysQL.SQL
在校/应届,本科,成都,金牛区,沙湾,10,15K,数梦工场,大数据开发经验.医疗行业数据相关经验.SQLSERVER.SSIS
1-3年,本科,成都,青羊区,金沙,7,12K,智畅科技,招投标.解决方案.方案讲解.技术支持
3-5年,大专,成都,金牛区,五块石,9,14K·13薪,文轩在线,Hive.Spark
1-3年,本科,成都,武侯区,新会展中心,25,40K·13薪,蚂蚁智服(成都)信息,Java.Flink.Kafka.计算机相关专业.大数据开发经验
1-3年,博士,成都,武侯区,铁像寺,12,24K,四川数字,数学/统计相关专业.计算机相关专业.数仓设计/开发经验.数据开发.数据分析.数据仓库.ETL.财务
5-10年,大专,成都,锦江区,合江亭,10,13K,天创恒泰,SQL.计算机相关专业.数学/统计相关专业.大数据开发经验
3-5年,大专,成都,武侯区,保利花园,8,13K,成都中思远信息技术,大数据
5-10年,大专,成都,武侯区,新会展中心,15,25K,成都技来技往科技,计算机相关专业.软件实施经验.熟练掌握SQL语句
3-5年,本科,成都,武侯区,浆洗街,15,20K·13薪,申朴信息,高级产品经理
1-3年,大专,成都,武侯区,新会展中心,10,15K·13薪,佑瞻,大数据开发
经验不限,本科,成都,郫都区,高新西,15,30K·14薪,华为技术有限公司,网络运维.桌面运维.实施交付运维.云平台搭建.网络安全运维.私有云运维
1-3年,本科,成都,武侯区,河滨路,7,9K·13薪,亿曦企业营销策划有限公司,SQL.Hive.Kafka.计算机相关专业.数学/统计相关专业.大数据开发经验
3-5年,大专,成都,武侯区,机投,14,16K,软通动力,计算机相关专业.Tableau.数学/统计相关专业.SQL.Python
3-5年,本科,成都,武侯区,石羊场,6,12K,易达数安,Redis.Docker.k8s.容器
3-5年,本科,成都,武侯区,桂溪,15,20K·13薪,数默科技,数据分析
1-3年,本科,成都,武侯区,孵化园,10,15K,妥妥递,数据处理
1-3年,本科,成都,武侯区,桂溪,7,12K,梦创双杨,数据开发.Python.Shell
3-5年,本科,成都,武侯区,孵化园,10,13K·13薪,南天,SQL
经验不限,本科,成都,双流区,牧马山,13,17K·15薪,通威太阳能(成都)公司.txt,Spark.Flink.Hive.Sparkstreaming
3-5年,本科,成都,武侯区,新会展中心,13,18K·14薪,东方通集团,大数据开发经验
经验不限,本科,成都,,,15,30K·14薪,某大型互联网公司,Kettle.Shell.SQL.大数据开发经验.数仓建设经验
3-5年,大专,成都,双流区,华阳,10,15K,文龙科技,Java.Python.Hive.计算机相关专业.大数据开发经验.数学/统计相关专业
5-10年,本科,成都,武侯区,芳草街,13000,15000元/月,智甄宝,Python.Java.Hive.数学/统计相关专业.大数据开发经验.数仓建设经验
3-5年,本科,成都,武侯区,桂溪,12,18K·14薪,ConvertLab,大数据开发经验
3-5年,本科,成都,,,8,10K,成都智信电子,实施交付运维.大数据运维
1-3年,本科,成都,武侯区,银泰城,5,10K,跑哪儿,计算机软件.大数据
1-3年,本科,成都,郫都区,郫筒,4,5K,拾贝科技,数据分析
3-5年,大专,成都,金牛区,人民北路,15,25K,新隆数字供应链,数据分析.数据处理
3-5年,本科,成都,武侯区,新会展中心,15,20K·14薪,中国电信,Java.Python.SQL
3-5年,大专,成都,成华区,双林路,12,15K·13薪,速林网络,后端工程师.Java.Spring.Python.机器学习工程经验.大数据处理经验.分布式系统开发经验.Golang.大数据.智能客服
经验不限,本科,成都,武侯区,复城国际广场,10,16K,中电进出口,中大型软件项目管理经验.大数据项目管理经验.售前支持经验.PMP
5-10年,本科,成都,,,35,65K,某知名互联网公司,运维.运维开发
3-5年,本科,成都,,,20,25K,某大型知名饮料上市公司,Hbase.大数据平台架构经验.Hadoop
经验不限,学历不限,成都,,,40,70K,某大型知名互联网公司,SQL.Java.Spark.大数据开发经验
3-5年,大专,成都,武侯区,新会展中心,15,20K·13薪,翌擎科技,后端开发经验.大数据处理开发经验
1-3年,本科,成都,武侯区,跳伞塔,9,14K,国信中健,Java.车联网.大数据
1-3年,本科,成都,武侯区,新会展中心,12,14K·13薪,风雨同舟科技,数据安全.信息安全.网络安全
经验不限,本科,成都,,,20,35K,某大型知名互联网金融上市公司,SQL.大数据开发经验
3-5年,大专,成都,武侯区,省体育馆,7,12K,中科知用,大数据项目管理经验.计算机相关专业.PMP.银行
1-3年,大专,成都,,,6,11K,新环佳,后端工程师.Java.计算机/软件工程相关经验
1-3年,本科,成都,双流区,华阳,10,15K·13薪,云智北斗科技,陌拜.区域销售.销售专员.互联网销售.统筹能力
3-5年,学历不限,成都,武侯区,新会展中心,18,30K·13薪,喆塔科技,大数据.数据中台.物联网平台
1年以内,大专,成都,武侯区,新会展中心,10,11K,未来星火,Java.Scala.Spark.Kafka.Hbase.Flink
经验不限,学历不限,成都,锦江区,春熙路,20,40K·16薪,百度,微服务架构.容器技术.NoSQL.Oracle.MySQL.SQLServer.MongoDB
3-5年,本科,成都,成华区,建设路,12,18K,马来西亚东南亚玩...,Java.Python.Flume.Kafka.Hadoop.HDFS.Flink.HIVE
3-5年,本科,成都,郫都区,高新西,15,20K,西门子中国,Python.Shell.Scala
3-5年,本科,成都,青羊区,春熙路,12,18K,数美科技,SQL.database.ERP
3-5年,本科,成都,武侯区,环球中心,8,13K·13薪,科睿埃迪,Java.SQL.计算机相关专业.ETL开发经验.数仓建设经验
在校/应届,硕士,成都,郫都区,高新西,15,30K,华为,数据分析.数据开发
3-5年,本科,成都,双流区,华阳,14,18K,蒋莱科技,Python.Java.Shell.Spark.Hadoop.Kafka.Flume.Zookeeper
3-5年,本科,成都,武侯区,石羊场,15,20K·13薪,华润雪花啤酒,Java.Python.Scala.计算机相关专业.大数据开发经验.数仓建设经验
经验不限,本科,成都,青羊区,光华,7,12K,超用心教育科技有...,Spark.Hive.Scala.大数据开发经验.计算机相关专业
10年以上,本科,成都,,,100,150K·16薪,某知名计算机软件公司,在线教育.大数据开发.大数据讲师
经验不限,本科,成都,武侯区,桂溪,15,25K,北京知道创宇,Java.Spark.Storm.大数据平台架构经验.旅游行业数据相关经验.电商/零售行业数据相关经验.Olap.Flink
3-5年,本科,成都,,,15,25K·15薪,同程旅行,Python.计算机相关专业.大数据开发经验
5-10年,本科,成都,龙泉驿区,东山,15,25K·14薪,中创新航科技四川公司,Java.Spark.Hadoop.Hbase.Flink.大数据
3-5年,本科,成都,武侯区,汇锦城,12,24K,中保网盾,大数据开发经验
经验不限,本科,成都,武侯区,新会展中心,10,15K,成都羽妍,计算机相关专业.大数据开发经验
1-3年,本科,成都,锦江区,春熙路,30,50K·16薪,字节跳动,Hive.大数据开发经验.数仓建设经验.Linux
3-5年,本科,成都,武侯区,石羊场,25,50K,系本尔科技,计算机相关专业
1-3年,大专,成都,武侯区,新会展中心,5,8K,方舟数智,Python.Shell.SQL.Scala.Spark
1-3年,本科,成都,崇州市,,4,8K,蜀信信用,产品设计.需求分析.产品规划.项目管理.数据产品.TOB
经验不限,本科,成都,武侯区,新会展中心,20,40K·14薪,马上消费金融,产品经理
1-3年,本科,成都,,,8,13K·13薪,微银合创,Spark.Hive.Hbase.大数据开发经验.大数据架构设计经验.计算机相关专业
3-5年,大专,成都,武侯区,新会展中心,10,15K·13薪,成都寻常,计算机相关专业.Java.BI.Kylin.Spark.Impala.大数据.Python
3-5年,大专,成都,武侯区,新会展中心,15,20K·13薪,迈创,计算机相关专业.大数据处理经验
经验不限,本科,成都,,,12,20K·14薪,青云,Kafka.flink
经验不限,本科,成都,武侯区,新会展中心,15,25K·16薪,兴业数金,分布式技术.Linux.大数据.后端开发.云计算
3-5年,本科,成都,武侯区,新会展中心,10,15K,赫德阳,Java.Spark.HDFS.Presto
经验不限,本科,成都,,,15,25K·15薪,某知名智能硬件公司,SQL.SPS
经验不限,本科,成都,武侯区,跳伞塔,8,13K,恩阶魔方,Shell.Spark.Flume.Kafka.Hadoop.Kylin.Java.Linux
5-10年,大专,成都,双流区,华阳,11,19K,仙宝,分布式技术.搜索引擎技术.多线程.微服务架构.深度学习算法.自然语言处理.推荐算法.大数据
经验不限,本科,成都,武侯区,孵化园,4,8K,数驭未来,Java.Python.Scala.计算机相关专业.大数据开发经验
3-5年,本科,成都,青羊区,天府广场,10,15K·14薪,卫宁科技,实施工程师/顾问
3-5年,本科,成都,武侯区,石羊场,11,15K,中慧云启科技集团,SQL.数学/统计相关专业.风控相关经验
3-5年,本科,成都,武侯区,省体育馆,15,20K,快乐小清,Python.Scala.Spark.大数据开发经验.Flume.Impala
3-5年,大专,成都,武侯区,新会展中心,11,16K,北京德风新征程,Spark.Hbase
5-10年,大专,成都,武侯区,新会展中心,15,25K,联想,大数据开发经验
1-3年,本科,成都,武侯区,铁像寺,12,20K,北京信源,SQL.Spark.Hive.数仓建设经验.性能调优
1-3年,本科,成都,成华区,猛追湾,10,15K,清能艾科,计算机相关专业.大数据开发经验.数仓建设经验
3-5年,博士,成都,武侯区,新会展中心,23,40K·15薪,长虹集团,xgboost.数据挖掘.机器学习
1-3年,本科,成都,温江区,柳城,9,14K·13薪,海思科医药,大数据.人工智能
3-5年,本科,成都,武侯区,新会展中心,10,15K·13薪,普华永道,SQL.中台产品
1-3年,本科,成都,龙泉驿区,大面,10,14K,国蓝中天,大数据开发
3-5年,本科,成都,锦江区,太升路,11,20K,天玑智成(北京)...,Scala.Hive.Spark.计算机相关专业.数学/统计相关专业.大数据开发经验
3-5年,本科,成都,,,12,20K,一心堂,机器学习建模经验.Hive.数据分析/挖掘经验.SQL.Python.数学/统计相关专业
3-5年,本科,成都,武侯区,石羊场,10,15K,芯盾时代,Java.Python.Hive.大数据开发经验
经验不限,本科,成都,武侯区,高朋大道,18,25K,绎达股份,软件实施经验.可适应出差.Linux.Java.Hadoop
5-10年,大专,成都,武侯区,新会展中心,18,22K·13薪,成都比瓴科技有限公司,SPSS.SAS.Python
经验不限,本科,成都,武侯区,石羊场,20,40K·15薪,宽德投资,Java.Kafka.SQL.数仓建设经验.ETL开发经验
5-10年,本科,成都,金牛区,李家沱,17,22K,早勤企业,后端.数据开发.Python.计算机相关专业.K8S
